80
2	5	1
1	5	2
1	5	3
1.5	5	5
2.2	5	6
2.3	5	7
2	5	8
3.2	5	9
2	5	10
2	5	11
3	5	12
1.7	5	6
2	5	7
2	5	8
3	5	9
2	5	10
2	5	11
2.5	5	12
1.6	5	13
3.5	5	14
3.3	5	13
3.2	5	14
4	5	15
1.5	5	16
1.7	5	17
1.3	5	18
2.2	5	19
1.8	5	20
2.4	5	21
3	5	22
2	5	23
1.8	5	24
2.8	5	25
2	5	26
1.5	5	27
1.5	5	28
1.8	5	25
1.8	5	26
1.2	5	27
1.5	5	28
2.5	5	29
5.2	5	30
3.7	5	29
3.6	5	30
3	5	31
2	5	32
1.7	5	33
1.3	5	34
3	5	31
1.5	5	32
1	5	33
2	5	34
1.5	5	25
2	5	26
1.5	5	27
1.5	5	28
2	5	25
1.5	5	26
1.5	5	27
1.5	5	28
2	5	6
2.3	5	7
2	5	8
2.5	5	9
1.5	5	10
2	5	11
4	5	6
2.3	5	7
2	5	8
2.5	5	9
1.5	5	10
2	5	11
3	5	25
2	5	26
1.5	5	27
1.5	5	28
2	5	25
1.5	5	26
1.5	5	27
1.5	5	28
